STATION,NAME,DATE,PRCP,SNWD,TAVG,TMAX,TMIN
GR000016716,"HELLINIKON, GR",6/11/1972,0,,,83,66
GR000016716,"HELLINIKON, GR",6/12/1972,0,,,82,65
GR000016716,"HELLINIKON, GR",6/13/1972,0,,,85,66
GR000016716,"HELLINIKON, GR",6/14/1972,0,,,82,67
GR000016716,"HELLINIKON, GR",6/15/1972,0,,,83,69
GR000016716,"HELLINIKON, GR",6/16/1972,0,,,88,69
GR000016716,"HELLINIKON, GR",6/17/1972,0,,,89,72
GR000016716,"HELLINIKON, GR",6/18/1972,0,,,93,75
GR000016716,"HELLINIKON, GR",6/19/1972,0,,,87,74
GR000016716,"HELLINIKON, GR",6/20/1972,0,,,85,68
GR000016716,"HELLINIKON, GR",6/21/1972,0,,,89,71
GR000016716,"HELLINIKON, GR",6/22/1972,0,,,89,72
GR000016716,"HELLINIKON, GR",6/23/1972,0,,,84,67
GR000016716,"HELLINIKON, GR",6/24/1972,0,,,86,70
GR000016716,"HELLINIKON, GR",6/25/1972,0,,,85,69
GR000016716,"HELLINIKON, GR",6/26/1972,0,,,89,70
GR000016716,"HELLINIKON, GR",6/27/1972,0,,,85,72
GR000016716,"HELLINIKON, GR",6/28/1972,0,,,85,72
GR000016716,"HELLINIKON, GR",6/29/1972,0,,,87,72
GR000016716,"HELLINIKON, GR",6/30/1972,0,,,86,73
GR000016716,"HELLINIKON, GR",7/1/1972,0,,,90,76
GR000016716,"HELLINIKON, GR",7/2/1972,0,,,94,75
GR000016716,"HELLINIKON, GR",7/3/1972,0.13,,,85,68
GR000016716,"HELLINIKON, GR",7/4/1972,0.02,,,81,67
GR000016716,"HELLINIKON, GR",7/5/1972,0,,,81,65
GR000016716,"HELLINIKON, GR",7/6/1972,0,,,84,69
GR000016716,"HELLINIKON, GR",7/7/1972,0,,,85,70
GR000016716,"HELLINIKON, GR",7/8/1972,0,,,86,73
GR000016716,"HELLINIKON, GR",7/9/1972,0,,,89,71
GR000016716,"HELLINIKON, GR",7/10/1972,0,,,89,77
GR000016716,"HELLINIKON, GR",7/11/1972,0,,,82,72
GR000016716,"HELLINIKON, GR",7/12/1972,0,,,85,71
GR000016716,"HELLINIKON, GR",7/13/1972,0,,,85,72
GR000016716,"HELLINIKON, GR",7/14/1972,0,,,82,68
GR000016716,"HELLINIKON, GR",7/15/1972,0,,,85,73
GR000016716,"HELLINIKON, GR",7/16/1972,1.41,,,84,67
GR000016716,"HELLINIKON, GR",7/17/1972,0,,,79,65
GR000016716,"HELLINIKON, GR",7/18/1972,0,,,81,67
GR000016716,"HELLINIKON, GR",7/19/1972,0,,,83,71
GR000016716,"HELLINIKON, GR",7/20/1972,0,,,85,71
GR000016716,"HELLINIKON, GR",7/21/1972,0,,,86,74
GR000016716,"HELLINIKON, GR",7/22/1972,0,,,89,75
GR000016716,"HELLINIKON, GR",7/23/1972,0,,,87,73
GR000016716,"HELLINIKON, GR",7/24/1972,0.45,,,87,73
GR000016716,"HELLINIKON, GR",7/25/1972,0,,,87,73
GR000016716,"HELLINIKON, GR",7/26/1972,0,,,89,75
GR000016716,"HELLINIKON, GR",7/27/1972,0,,,92,78
GR000016716,"HELLINIKON, GR",7/28/1972,0.01,,,89,76
GR000016716,"HELLINIKON, GR",7/29/1972,0,,,86,73
GR000016716,"HELLINIKON, GR",7/30/1972,0,,,89,75
GR000016716,"HELLINIKON, GR",7/31/1972,0,,,91,75
GR000016716,"HELLINIKON, GR",8/1/1972,0,,,90,75
GR000016716,"HELLINIKON, GR",8/2/1972,0,,,92,75
GR000016716,"HELLINIKON, GR",8/3/1972,0,,,95,76
GR000016716,"HELLINIKON, GR",8/4/1972,0,,,94,81
GR000016716,"HELLINIKON, GR",8/5/1972,0,,,87,75
GR000016716,"HELLINIKON, GR",8/6/1972,0,,,85,72
GR000016716,"HELLINIKON, GR",8/7/1972,0,,,85,68
GR000016716,"HELLINIKON, GR",8/8/1972,0,,,88,72
GR000016716,"HELLINIKON, GR",8/9/1972,0,,,93,70
GR000016716,"HELLINIKON, GR",8/10/1972,0,,,95,75
GR000016716,"HELLINIKON, GR",8/11/1972,0,,,92,79
GR000016716,"HELLINIKON, GR",8/12/1972,0,,,94,78
GR000016716,"HELLINIKON, GR",8/13/1972,0,,,92,78
GR000016716,"HELLINIKON, GR",8/14/1972,0,,,93,78
GR000016716,"HELLINIKON, GR",8/15/1972,0,,,95,79
GR000016716,"HELLINIKON, GR",8/16/1972,0,,,95,79
GR000016716,"HELLINIKON, GR",8/17/1972,0,,,98,80
GR000016716,"HELLINIKON, GR",8/18/1972,0,,,90,74
GR000016716,"HELLINIKON, GR",8/19/1972,0,,,87,76
GR000016716,"HELLINIKON, GR",8/20/1972,0,,,87,77
GR000016716,"HELLINIKON, GR",8/21/1972,0,,,84,69
GR000016716,"HELLINIKON, GR",8/22/1972,0,,,83,70
GR000016716,"HELLINIKON, GR",8/23/1972,0,,,82,70
GR000016716,"HELLINIKON, GR",8/24/1972,0,,,84,68
GR000016716,"HELLINIKON, GR",8/25/1972,2.76,,,77,61
GR000016716,"HELLINIKON, GR",8/26/1972,0.11,,,77,62
GR000016716,"HELLINIKON, GR",8/27/1972,0,,,83,65
GR000016716,"HELLINIKON, GR",8/28/1972,0,,,82,66
GR000016716,"HELLINIKON, GR",8/29/1972,0,,,84,68
GR000016716,"HELLINIKON, GR",8/30/1972,0,,,82,71
GR000016716,"HELLINIKON, GR",8/31/1972,0,,,85,68
GR000016716,"HELLINIKON, GR",9/1/1972,0,,,84,69
GR000016716,"HELLINIKON, GR",9/2/1972,0,,,83,69
GR000016716,"HELLINIKON, GR",9/3/1972,0.08,,,75,67
GR000016716,"HELLINIKON, GR",9/4/1972,0,,,81,66
GR000016716,"HELLINIKON, GR",9/5/1972,0,,,83,65
GR000016716,"HELLINIKON, GR",9/6/1972,0,,,82,66
GR000016716,"HELLINIKON, GR",9/7/1972,0,,,82,69
GR000016716,"HELLINIKON, GR",9/8/1972,0,,,84,67
GR000016716,"HELLINIKON, GR",9/9/1972,0,,,83,69
GR000016716,"HELLINIKON, GR",9/10/1972,0,,,84,67
GR000016716,"HELLINIKON, GR",9/11/1972,0,,,84,71
GR000016716,"HELLINIKON, GR",9/12/1972,0,,,82,70
GR000016716,"HELLINIKON, GR",9/13/1972,0,,,81,67
GR000016716,"HELLINIKON, GR",9/14/1972,0,,,78,66
GR000016716,"HELLINIKON, GR",9/15/1972,0,,,80,69
GR000016716,"HELLINIKON, GR",9/16/1972,0,,,85,69
GR000016716,"HELLINIKON, GR",9/17/1972,0,,,89,70
GR000016716,"HELLINIKON, GR",9/18/1972,0,,,84,73
GR000016716,"HELLINIKON, GR",9/19/1972,0,,,83,67
GR000016716,"HELLINIKON, GR",9/20/1972,0,,,84,67
GR000016716,"HELLINIKON, GR",9/21/1972,0,,,81,67
GR000016716,"HELLINIKON, GR",9/22/1972,0,,,83,67
GR000016716,"HELLINIKON, GR",9/23/1972,0,,,79,66
GR000016716,"HELLINIKON, GR",9/24/1972,0,,,79,64
GR000016716,"HELLINIKON, GR",9/25/1972,0,,,81,72
GR000016716,"HELLINIKON, GR",9/26/1972,0,,,81,71
GR000016716,"HELLINIKON, GR",9/27/1972,0,,,82,68
GR000016716,"HELLINIKON, GR",9/28/1972,0,,,89,75
GR000016716,"HELLINIKON, GR",9/29/1972,0,,,77,60
GR000016716,"HELLINIKON, GR",9/30/1972,0,,,71,61
GR000016716,"HELLINIKON, GR",10/1/1972,0,,,75,60
GR000016716,"HELLINIKON, GR",10/2/1972,0,,,74,58
GR000016716,"HELLINIKON, GR",10/3/1972,0,,,75,59
GR000016716,"HELLINIKON, GR",10/4/1972,0.21,,,77,65
GR000016716,"HELLINIKON, GR",10/5/1972,0.09,,,69,58
GR000016716,"HELLINIKON, GR",10/6/1972,0.09,,,72,57
GR000016716,"HELLINIKON, GR",10/7/1972,0,,,74,58
GR000016716,"HELLINIKON, GR",10/8/1972,0.01,,,74,61
GR000016716,"HELLINIKON, GR",10/9/1972,0.11,,,77,63
GR000016716,"HELLINIKON, GR",10/10/1972,0.02,,,78,68
GR000016716,"HELLINIKON, GR",10/11/1972,0,,,77,60
GR000016716,"HELLINIKON, GR",10/12/1972,0,,,77,62
GR000016716,"HELLINIKON, GR",10/13/1972,0,,,76,61
GR000016716,"HELLINIKON, GR",10/14/1972,0.3,,,76,67
GR000016716,"HELLINIKON, GR",10/15/1972,0,,,78,67
GR000016716,"HELLINIKON, GR",10/16/1972,0.01,,,67,59
GR000016716,"HELLINIKON, GR",10/17/1972,0,,,64,57
GR000016716,"HELLINIKON, GR",10/18/1972,0,,,60,56
GR000016716,"HELLINIKON, GR",10/19/1972,0.07,,,67,53
GR000016716,"HELLINIKON, GR",10/20/1972,0,,,62,48
GR000016716,"HELLINIKON, GR",10/21/1972,0.37,,,63,55
GR000016716,"HELLINIKON, GR",10/22/1972,1.17,,,70,59
GR000016716,"HELLINIKON, GR",10/23/1972,0,,,61,48
GR000016716,"HELLINIKON, GR",10/24/1972,0,,,63,45
GR000016716,"HELLINIKON, GR",10/25/1972,0,,,63,53
GR000016716,"HELLINIKON, GR",10/26/1972,0,,,65,49
GR000016716,"HELLINIKON, GR",10/27/1972,0,,,67,50
GR000016716,"HELLINIKON, GR",10/28/1972,0,,,66,49
GR000016716,"HELLINIKON, GR",10/29/1972,0.12,,,66,55
GR000016716,"HELLINIKON, GR",10/30/1972,1.41,,,66,59
GR000016716,"HELLINIKON, GR",10/31/1972,1.98,,,67,55
GR000016716,"HELLINIKON, GR",11/1/1972,0.22,,,63,57
GR000016716,"HELLINIKON, GR",11/2/1972,0,,,64,55
GR000016716,"HELLINIKON, GR",11/3/1972,0,,,70,50
GR000016716,"HELLINIKON, GR",11/4/1972,0,,,63,55
GR000016716,"HELLINIKON, GR",11/5/1972,0,,,65,47
GR000016716,"HELLINIKON, GR",11/6/1972,0,,,69,49
GR000016716,"HELLINIKON, GR",11/7/1972,0,,,70,52
GR000016716,"HELLINIKON, GR",11/8/1972,0,,,66,54
GR000016716,"HELLINIKON, GR",11/9/1972,0,,,68,52
GR000016716,"HELLINIKON, GR",11/10/1972,0,,,67,54
GR000016716,"HELLINIKON, GR",11/11/1972,0,,,68,53
GR000016716,"HELLINIKON, GR",11/12/1972,0,,,68,59
GR000016716,"HELLINIKON, GR",11/13/1972,0.01,,,68,55
GR000016716,"HELLINIKON, GR",11/14/1972,0,,,67,54
GR000016716,"HELLINIKON, GR",11/15/1972,0,,,68,53
GR000016716,"HELLINIKON, GR",11/16/1972,0,,,71,57
GR000016716,"HELLINIKON, GR",11/17/1972,0,,,68,54
GR000016716,"HELLINIKON, GR",11/18/1972,0,,,68,55
GR000016716,"HELLINIKON, GR",11/19/1972,0,,,72,55
GR000016716,"HELLINIKON, GR",11/20/1972,0,,,69,54
GR000016716,"HELLINIKON, GR",11/21/1972,0,,,69,54
GR000016716,"HELLINIKON, GR",11/22/1972,0,,,72,57
GR000016716,"HELLINIKON, GR",11/23/1972,0,,,71,58
GR000016716,"HELLINIKON, GR",11/24/1972,0,,,72,58
GR000016716,"HELLINIKON, GR",11/25/1972,0,,,69,57
GR000016716,"HELLINIKON, GR",11/26/1972,0,,,67,48
GR000016716,"HELLINIKON, GR",11/27/1972,0,,,55,43
GR000016716,"HELLINIKON, GR",11/28/1972,0,,,54,38
GR000016716,"HELLINIKON, GR",11/29/1972,0,,,60,37
GR000016716,"HELLINIKON, GR",11/30/1972,0,,,62,45
GR000016716,"HELLINIKON, GR",12/1/1972,0,,,64,51
GR000016716,"HELLINIKON, GR",12/2/1972,0.01,,,65,57
GR000016716,"HELLINIKON, GR",12/3/1972,0.36,,,61,54
GR000016716,"HELLINIKON, GR",12/4/1972,0,,,63,49
GR000016716,"HELLINIKON, GR",12/5/1972,0,,,63,46
GR000016716,"HELLINIKON, GR",12/6/1972,0,,,57,47
GR000016716,"HELLINIKON, GR",12/7/1972,0,,,56,52
GR000016716,"HELLINIKON, GR",12/8/1972,0,,,58,51
GR000016716,"HELLINIKON, GR",12/9/1972,0,,,60,48
GR000016716,"HELLINIKON, GR",12/10/1972,0,,,61,44
GR000016716,"HELLINIKON, GR",12/11/1972,0,,,59,46
GR000016716,"HELLINIKON, GR",12/12/1972,0,,,59,46
GR000016716,"HELLINIKON, GR",12/13/1972,0,,,56,50
GR000016716,"HELLINIKON, GR",12/14/1972,0,,,55,50
GR000016716,"HELLINIKON, GR",12/15/1972,0,,,55,41
GR000016716,"HELLINIKON, GR",12/16/1972,0,,,54,42
GR000016716,"HELLINIKON, GR",12/17/1972,0,,,52,48
GR000016716,"HELLINIKON, GR",12/18/1972,0,,,51,45
GR000016716,"HELLINIKON, GR",12/19/1972,0,,,50,41
GR000016716,"HELLINIKON, GR",12/20/1972,0,,,50,46
GR000016716,"HELLINIKON, GR",12/21/1972,0,,,49,43
GR000016716,"HELLINIKON, GR",12/22/1972,0,,,51,44
GR000016716,"HELLINIKON, GR",12/23/1972,0.05,,,47,42
GR000016716,"HELLINIKON, GR",12/24/1972,0,,,52,42
GR000016716,"HELLINIKON, GR",12/25/1972,0,,,56,47
GR000016716,"HELLINIKON, GR",12/26/1972,0,,,57,50
GR000016716,"HELLINIKON, GR",12/27/1972,0,,,55,49
GR000016716,"HELLINIKON, GR",12/28/1972,0.02,,,49,39
GR000016716,"HELLINIKON, GR",12/29/1972,0,,,44,38
GR000016716,"HELLINIKON, GR",12/30/1972,0,,,48,44
GR000016716,"HELLINIKON, GR",12/31/1972,0,,,50,43
GR000016716,"HELLINIKON, GR",1/1/1973,0,,49,52,45
GR000016716,"HELLINIKON, GR",1/2/1973,0.11,,49,55,44
GR000016716,"HELLINIKON, GR",1/3/1973,0.47,,50,54,46
GR000016716,"HELLINIKON, GR",1/4/1973,0.45,,53,61,51
GR000016716,"HELLINIKON, GR",1/5/1973,0,,50,57,46
GR000016716,"HELLINIKON, GR",1/6/1973,0,,48,51,47
GR000016716,"HELLINIKON, GR",1/7/1973,0,,49,54,47
GR000016716,"HELLINIKON, GR",1/8/1973,0,,48,52,46
GR000016716,"HELLINIKON, GR",1/9/1973,0,,48,52,45
GR000016716,"HELLINIKON, GR",1/10/1973,0,,47,50,44
GR000016716,"HELLINIKON, GR",1/11/1973,0,,48,55,39
GR000016716,"HELLINIKON, GR",1/12/1973,0,,46,50,44
GR000016716,"HELLINIKON, GR",1/13/1973,0,,44,47,42
GR000016716,"HELLINIKON, GR",1/14/1973,0.01,,35,42,30
GR000016716,"HELLINIKON, GR",1/15/1973,0,,40,49,29
GR000016716,"HELLINIKON, GR",1/16/1973,0,,48,53,40
GR000016716,"HELLINIKON, GR",1/17/1973,0.16,,56,61,49
GR000016716,"HELLINIKON, GR",1/18/1973,0,,56,62,51
GR000016716,"HELLINIKON, GR",1/19/1973,0,,56,62,49
GR000016716,"HELLINIKON, GR",1/20/1973,0,,54,58,52
GR000016716,"HELLINIKON, GR",1/21/1973,0,,53,60,48
GR000016716,"HELLINIKON, GR",1/22/1973,0,,53,60,47
GR000016716,"HELLINIKON, GR",1/23/1973,0,,52,56,51
GR000016716,"HELLINIKON, GR",1/24/1973,0.1,,50,51,49
GR000016716,"HELLINIKON, GR",1/25/1973,1.09,,48,50,46
GR000016716,"HELLINIKON, GR",1/26/1973,0.01,,45,47,44
GR000016716,"HELLINIKON, GR",1/27/1973,0,,46,53,41
GR000016716,"HELLINIKON, GR",1/28/1973,0,,52,57,43
GR000016716,"HELLINIKON, GR",1/29/1973,0.17,,54,57,51
GR000016716,"HELLINIKON, GR",1/30/1973,0,,46,53,44
GR000016716,"HELLINIKON, GR",1/31/1973,0,,49,57,39
GR000016716,"HELLINIKON, GR",2/1/1973,0,,54,60,44
GR000016716,"HELLINIKON, GR",2/2/1973,0,,57,63,54
GR000016716,"HELLINIKON, GR",2/3/1973,0,,57,62,54
GR000016716,"HELLINIKON, GR",2/4/1973,0,,51,56,50
GR000016716,"HELLINIKON, GR",2/5/1973,0,,50,56,45
GR000016716,"HELLINIKON, GR",2/6/1973,0,,49,54,47
GR000016716,"HELLINIKON, GR",2/7/1973,0,,50,57,38
GR000016716,"HELLINIKON, GR",2/8/1973,0,,50,60,42
GR000016716,"HELLINIKON, GR",2/9/1973,0,,53,62,45
GR000016716,"HELLINIKON, GR",2/10/1973,0,,55,61,47
GR000016716,"HELLINIKON, GR",2/11/1973,0,,56,60,50
GR000016716,"HELLINIKON, GR",2/12/1973,0.39,,55,61,53
GR000016716,"HELLINIKON, GR",2/13/1973,0.78,,47,54,42
GR000016716,"HELLINIKON, GR",2/14/1973,0,,52,58,43
GR000016716,"HELLINIKON, GR",2/15/1973,0,,58,63,53
GR000016716,"HELLINIKON, GR",2/16/1973,0,,59,63,55
GR000016716,"HELLINIKON, GR",2/17/1973,0.22,,53,59,50
GR000016716,"HELLINIKON, GR",2/18/1973,0.01,,53,59,50
GR000016716,"HELLINIKON, GR",2/19/1973,0,,53,58,46
GR000016716,"HELLINIKON, GR",2/20/1973,0.04,,54,59,49
GR000016716,"HELLINIKON, GR",2/21/1973,0.07,,51,56,49
GR000016716,"HELLINIKON, GR",2/22/1973,0.01,,52,60,44
GR000016716,"HELLINIKON, GR",2/23/1973,0,,53,59,46
GR000016716,"HELLINIKON, GR",2/24/1973,0.05,,51,59,45
GR000016716,"HELLINIKON, GR",2/25/1973,0,,53,58,44
GR000016716,"HELLINIKON, GR",2/26/1973,0.01,,50,56,48
GR000016716,"HELLINIKON, GR",2/27/1973,0.83,,43,50,37
GR000016716,"HELLINIKON, GR",2/28/1973,0.01,,41,47,39
GR000016716,"HELLINIKON, GR",3/1/1973,0.02,,40,47,36
GR000016716,"HELLINIKON, GR",3/2/1973,0,,40,48,33
GR000016716,"HELLINIKON, GR",3/3/1973,0,,45,53,35
GR000016716,"HELLINIKON, GR",3/4/1973,0,,48,55,38
GR000016716,"HELLINIKON, GR",3/5/1973,0.01,,44,50,42
GR000016716,"HELLINIKON, GR",3/6/1973,0,,44,50,38
GR000016716,"HELLINIKON, GR",3/7/1973,0,,45,53,40
GR000016716,"HELLINIKON, GR",3/8/1973,0,,49,55,41
GR000016716,"HELLINIKON, GR",3/9/1973,0.09,,55,60,49
GR000016716,"HELLINIKON, GR",3/10/1973,2.53,,52,55,50
GR000016716,"HELLINIKON, GR",3/11/1973,0.17,,55,61,46
GR000016716,"HELLINIKON, GR",3/12/1973,0.01,,54,60,50
GR000016716,"HELLINIKON, GR",3/13/1973,0,,54,60,50
GR000016716,"HELLINIKON, GR",3/14/1973,0.23,,53,58,49
GR000016716,"HELLINIKON, GR",3/15/1973,0.08,,53,59,45
GR000016716,"HELLINIKON, GR",3/16/1973,0.06,,52,60,45
GR000016716,"HELLINIKON, GR",3/17/1973,0.03,,52,56,46
GR000016716,"HELLINIKON, GR",3/18/1973,0,,56,64,50
GR000016716,"HELLINIKON, GR",3/19/1973,0,,53,58,50
GR000016716,"HELLINIKON, GR",3/20/1973,0,,52,60,44
GR000016716,"HELLINIKON, GR",3/21/1973,0,,49,56,45
GR000016716,"HELLINIKON, GR",3/22/1973,0,,50,58,42
GR000016716,"HELLINIKON, GR",3/23/1973,0,,51,60,43
GR000016716,"HELLINIKON, GR",3/24/1973,0,,51,56,42
GR000016716,"HELLINIKON, GR",3/25/1973,0.17,,54,59,47
GR000016716,"HELLINIKON, GR",3/26/1973,0,,56,63,50
GR000016716,"HELLINIKON, GR",3/27/1973,0,,56,67,46
GR000016716,"HELLINIKON, GR",3/28/1973,0.04,,53,58,50
GR000016716,"HELLINIKON, GR",3/29/1973,0,,56,62,48
GR000016716,"HELLINIKON, GR",3/30/1973,0,,57,63,50
GR000016716,"HELLINIKON, GR",3/31/1973,0,,56,60,52
GR000016716,"HELLINIKON, GR",4/1/1973,0,,56,63,50
GR000016716,"HELLINIKON, GR",4/2/1973,0,,57,64,49
GR000016716,"HELLINIKON, GR",4/3/1973,0,,57,64,47
GR000016716,"HELLINIKON, GR",4/4/1973,0,,58,63,50
GR000016716,"HELLINIKON, GR",4/5/1973,0.01,,56,60,53
GR000016716,"HELLINIKON, GR",4/6/1973,0.29,,52,57,47
GR000016716,"HELLINIKON, GR",4/7/1973,0,,56,63,49
GR000016716,"HELLINIKON, GR",4/8/1973,0,,58,64,50
GR000016716,"HELLINIKON, GR",4/9/1973,0,,59,65,51
GR000016716,"HELLINIKON, GR",4/10/1973,0,,61,66,58
GR000016716,"HELLINIKON, GR",4/11/1973,0,,62,68,56
GR000016716,"HELLINIKON, GR",4/12/1973,0,,60,63,58
GR000016716,"HELLINIKON, GR",4/13/1973,0,,58,65,53
GR000016716,"HELLINIKON, GR",4/14/1973,0,,59,64,53
GR000016716,"HELLINIKON, GR",4/15/1973,0,,57,64,51
GR000016716,"HELLINIKON, GR",4/16/1973,0,,56,62,50
GR000016716,"HELLINIKON, GR",4/17/1973,0,,57,63,52
GR000016716,"HELLINIKON, GR",4/18/1973,0,,57,64,49
GR000016716,"HELLINIKON, GR",4/19/1973,0.17,,55,58,55
GR000016716,"HELLINIKON, GR",4/20/1973,0.02,,57,62,51
GR000016716,"HELLINIKON, GR",4/21/1973,0,,60,65,55
GR000016716,"HELLINIKON, GR",4/22/1973,0,,60,67,54
GR000016716,"HELLINIKON, GR",4/23/1973,0,,60,64,51
GR000016716,"HELLINIKON, GR",4/24/1973,0,,65,69,61
GR000016716,"HELLINIKON, GR",4/25/1973,0,,63,70,59
GR000016716,"HELLINIKON, GR",4/26/1973,0,,62,68,56
GR000016716,"HELLINIKON, GR",4/27/1973,0,,61,67,54
GR000016716,"HELLINIKON, GR",4/28/1973,0,,60,69,54
GR000016716,"HELLINIKON, GR",4/29/1973,0,,62,68,52
GR000016716,"HELLINIKON, GR",4/30/1973,0,,65,72,58
GR000016716,"HELLINIKON, GR",5/1/1973,0,,67,77,56
GR000016716,"HELLINIKON, GR",5/2/1973,0,,69,78,60
GR000016716,"HELLINIKON, GR",5/3/1973,0,,67,86,58
GR000016716,"HELLINIKON, GR",5/4/1973,0,,69,77,60
GR000016716,"HELLINIKON, GR",5/5/1973,0,,73,89,63
GR000016716,"HELLINIKON, GR",5/6/1973,0,,73,85,65
GR000016716,"HELLINIKON, GR",5/7/1973,0,,71,79,65
GR000016716,"HELLINIKON, GR",5/8/1973,0,,71,80,63
GR000016716,"HELLINIKON, GR",5/9/1973,0,,72,81,63
GR000016716,"HELLINIKON, GR",5/10/1973,0,,68,73,64
GR000016716,"HELLINIKON, GR",5/11/1973,0,,64,71,58
GR000016716,"HELLINIKON, GR",5/12/1973,0,,66,73,56
GR000016716,"HELLINIKON, GR",5/13/1973,0,,69,76,60
GR000016716,"HELLINIKON, GR",5/14/1973,0,,62,67,58
GR000016716,"HELLINIKON, GR",5/15/1973,0,,65,72,58
GR000016716,"HELLINIKON, GR",5/16/1973,0,,65,72,54
GR000016716,"HELLINIKON, GR",5/17/1973,0,,65,72,56
GR000016716,"HELLINIKON, GR",5/18/1973,0,,66,76,60
GR000016716,"HELLINIKON, GR",5/19/1973,0,,66,71,61
GR000016716,"HELLINIKON, GR",5/20/1973,0,,67,74,60
GR000016716,"HELLINIKON, GR",5/21/1973,0,,74,85,60
GR000016716,"HELLINIKON, GR",5/22/1973,0,,72,80,64
GR000016716,"HELLINIKON, GR",5/23/1973,0,,76,85,64
GR000016716,"HELLINIKON, GR",5/24/1973,0,,79,86,68
GR000016716,"HELLINIKON, GR",5/25/1973,0,,80,87,70
GR000016716,"HELLINIKON, GR",5/26/1973,0,,73,82,68
GR000016716,"HELLINIKON, GR",5/27/1973,0,,71,78,65
GR000016716,"HELLINIKON, GR",5/28/1973,0,,67,73,63
GR000016716,"HELLINIKON, GR",5/29/1973,0,,68,74,62
GR000016716,"HELLINIKON, GR",5/30/1973,0.06,,68,76,63
GR000016716,"HELLINIKON, GR",5/31/1973,0,,69,78,60
GR000016716,"HELLINIKON, GR",6/1/1973,0,,70,77,62
GR000016716,"HELLINIKON, GR",6/2/1973,0,,71,78,62
GR000016716,"HELLINIKON, GR",6/3/1973,0,,73,79,63
GR000016716,"HELLINIKON, GR",6/4/1973,0,,73,79,66
GR000016716,"HELLINIKON, GR",6/5/1973,0,,77,86,70
GR000016716,"HELLINIKON, GR",6/6/1973,0,,80,88,72
GR000016716,"HELLINIKON, GR",6/7/1973,0,,79,88,73
GR000016716,"HELLINIKON, GR",6/8/1973,0,,75,86,69
GR000016716,"HELLINIKON, GR",6/9/1973,0,,77,85,69
GR000016716,"HELLINIKON, GR",6/10/1973,0,,76,83,72
GR000016716,"HELLINIKON, GR",6/11/1973,0,,74,85,68
GR000016716,"HELLINIKON, GR",6/12/1973,0,,80,88,68
GR000016716,"HELLINIKON, GR",6/13/1973,0,,78,85,73
GR000016716,"HELLINIKON, GR",6/14/1973,0,,75,83,70
GR000016716,"HELLINIKON, GR",6/15/1973,0,,77,85,68
GR000016716,"HELLINIKON, GR",6/16/1973,0.02,,72,79,65
GR000016716,"HELLINIKON, GR",6/17/1973,0,,71,79,67
GR000016716,"HELLINIKON, GR",6/18/1973,0,,71,76,68
GR000016716,"HELLINIKON, GR",6/19/1973,0,,72,78,67
GR000016716,"HELLINIKON, GR",6/20/1973,0,,72,78,66
GR000016716,"HELLINIKON, GR",6/21/1973,0,,73,79,66
GR000016716,"HELLINIKON, GR",6/22/1973,0,,75,80,68
GR000016716,"HELLINIKON, GR",6/23/1973,0,,77,82,68
GR000016716,"HELLINIKON, GR",6/24/1973,0,,79,89,71
GR000016716,"HELLINIKON, GR",6/25/1973,0,,76,84,71
GR000016716,"HELLINIKON, GR",6/26/1973,0,,77,83,69
GR000016716,"HELLINIKON, GR",6/27/1973,0,,79,87,69
GR000016716,"HELLINIKON, GR",6/28/1973,0,,81,88,70
GR000016716,"HELLINIKON, GR",6/29/1973,0,,83,90,75
GR000016716,"HELLINIKON, GR",6/30/1973,0,,82,89,76
GR000016716,"HELLINIKON, GR",7/1/1973,0,,79,85,73
GR000016716,"HELLINIKON, GR",7/2/1973,0.02,,78,85,71
GR000016716,"HELLINIKON, GR",7/3/1973,0.07,,76,84,68
GR000016716,"HELLINIKON, GR",7/4/1973,0,,78,89,69
GR000016716,"HELLINIKON, GR",7/5/1973,0,,78,85,69
GR000016716,"HELLINIKON, GR",7/6/1973,0,,78,83,72
GR000016716,"HELLINIKON, GR",7/7/1973,0,,80,89,72
GR000016716,"HELLINIKON, GR",7/8/1973,0,,81,91,72
GR000016716,"HELLINIKON, GR",7/9/1973,0,,82,93,73
GR000016716,"HELLINIKON, GR",7/10/1973,0,,81,87,71
GR000016716,"HELLINIKON, GR",7/11/1973,0,,79,86,73
GR000016716,"HELLINIKON, GR",7/12/1973,0,,78,85,69
GR000016716,"HELLINIKON, GR",7/13/1973,0,,77,85,71
GR000016716,"HELLINIKON, GR",7/14/1973,0,,78,84,71
GR000016716,"HELLINIKON, GR",7/15/1973,0,,80,85,73
GR000016716,"HELLINIKON, GR",7/16/1973,0,,84,91,78
GR000016716,"HELLINIKON, GR",7/17/1973,0,,86,97,76
GR000016716,"HELLINIKON, GR",7/18/1973,0,,86,96,77
GR000016716,"HELLINIKON, GR",7/19/1973,0,,91,102,77
GR000016716,"HELLINIKON, GR",7/20/1973,0,,92,103,83
GR000016716,"HELLINIKON, GR",7/21/1973,0,,87,94,81
GR000016716,"HELLINIKON, GR",7/22/1973,0,,85,94,78
GR000016716,"HELLINIKON, GR",7/23/1973,0,,84,92,75
GR000016716,"HELLINIKON, GR",7/24/1973,0,,85,94,78
GR000016716,"HELLINIKON, GR",7/25/1973,0,,83,91,77
GR000016716,"HELLINIKON, GR",7/26/1973,0,,83,92,78
GR000016716,"HELLINIKON, GR",7/27/1973,0,,82,89,77
